,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer
4122,Wissam Ben Yedder,Centre-Forward,25,Toulouse,Ligue_1,Sevilla,La_liga,2016,9.0,9.5
4123,Papy Djilobodji,Centre-Back,27,Chelsea,EPL,Sunderland,EPL,2016,4.5,9.5
4124,Ciro Immobile,Centre-Forward,26,Sevilla,La_liga,Lazio,Serie_A,2016,10.0,9.45
4128,Walace,Defensive Midfield,21,GrÃªmio,SÃ©rie A,Hamburger SV,Bundesliga,2016,9.0,9.2
4129,JosÃ© Fonte,Centre-Back,33,Southampton,EPL,West Ham,EPL,2016,6.0,9.2
4132,Miranda,Centre-Back,31,Atletico Madrid,La_liga,Inter,Serie_A,2016,16.0,9.0
4133,Adem Ljajic,Attacking Midfield,24,Roma,Serie_A,Torino,Serie_A,2016,12.0,9.0
4134,Morgan Sanson,Central Midfield,22,Montpellier,Ligue_1,Marseille,Ligue_1,2016,10.0,9.0
4135,Antonio RÃ¼diger,Centre-Back,23,VfB Stuttgart,2.Bundesliga,Roma,Serie_A,2016,10.0,9.0
4136,Diego Perotti,Left Winger,27,Genoa,Serie_A,Roma,Serie_A,2016,9.5,9.0
4137,Sven Kums,Defensive Midfield,28,KAA Gent,Jupiler Pro League,Watford,EPL,2016,7.5,9.0
4138,Gianluca Lapadula,Centre-Forward,26,Pescara,Serie_A,AC Milan,Serie_A,2016,6.5,9.0
4139,Kamil Grosicki,Right Winger,28,Rennes,Ligue_1,Hull,EPL,2016,6.0,9.0
4140,Daryl Janmaat,Right-Back,27,Newcastle United,Championship,Watford,EPL,2016,7.5,8.9
4142,Ademola Lookman,Left Winger,19,Charlton,League One,Everton,EPL,2016,1.5,8.8
4143,Steven Defour,Central Midfield,28,RSC Anderlecht,Jupiler Pro League,Burnley,EPL,2016,6.0,8.6
4144,Alexander Isak,Centre-Forward,17,AIK Solna,Allsvenskan,Borussia Dortmund,Bundesliga,2016,1.75,8.6
4145,Nani,Left Winger,29,Fenerbahce,SÃ¼per Lig,Valencia,La_liga,2016,14.5,8.5
4146,Idrissa Gueye,Central Midfield,26,Aston Villa,Championship,Everton,EPL,2016,9.0,8.5
4147,Emanuel Mammana,Centre-Back,20,River Plate,Primera DivisiÃ³n,Lyon,Ligue_1,2016,7.0,8.5
4149,Jorge,Left-Back,20,Flamengo,SÃ©rie A,Monaco,Ligue_1,2016,2.5,8.5
4150,Gustavo GÃ³mez,Centre-Back,23,LanÃºs,Primera DivisiÃ³n,AC Milan,Serie_A,2016,1.75,8.5
4154,Adama TraorÃ©,Right Winger,20,Aston Villa,Championship,Middlesbrough,EPL,2016,8.0,8.25
4155,Gianluca Caprari,Second Striker,22,Pescara,Serie_A,Inter,Serie_A,2016,3.5,8.25
4159,Marc Bartra,Centre-Back,25,Barcelona,La_liga,Borussia Dortmund,Bundesliga,2016,12.0,8.0
4160,TomÃ¡s RincÃ³n,Defensive Midfield,28,Genoa,Serie_A,Juventus,Serie_A,2016,9.0,8.0
4161,RÃ©my Cabella,Attacking Midfield,26,Newcastle United,Championship,Marseille,Ligue_1,2016,8.0,8.0
4163,Benjamin Stambouli,Centre-Back,26,Paris Saint Germain,Ligue_1,Schalke 04,Bundesliga,2016,7.0,8.0
4164,Alisson,Goalkeeper,23,Internacional,SÃ©rie A,Roma,Serie_A,2016,7.0,8.0
4167,Alfred N'Diaye,Defensive Midfield,26,Real Betis,La_liga,Villarreal,La_liga,2016,3.5,8.0
4168,Wallace,Centre-Back,21,Braga,Liga NOS,Lazio,Serie_A,2016,3.5,8.0
4170,DodÃ´,Left-Back,24,Roma,Serie_A,Inter,Serie_A,2016,6.0,7.8
4171,JosÃ© Sosa,Attacking Midfield,31,Besiktas,SÃ¼per Lig,AC Milan,Serie_A,2016,8.0,7.5
4172,Max Kruse,Second Striker,28,Wolfsburg,Bundesliga,Werder Bremen,Bundesliga,2016,8.0,7.5
4173,Antonio Sanabria,Centre-Forward,20,Roma,Serie_A,Real Betis,La_liga,2016,7.5,7.5
4174,TimothÃ©e Kolodziejczak,Centre-Back,25,Sevilla,La_liga,Borussia M.Gladbach,Bundesliga,2016,7.0,7.5
4178,Cristian Espinoza,Right Winger,21,HuracÃ¡n,Primera DivisiÃ³n,Villarreal,La_liga,2016,5.0,7.2
4179,Diogo Jota,Left Winger,19,PaÃ§os Ferreira,Liga NOS,Atletico Madrid,La_liga,2016,3.0,7.2
4180,Rudy Gestede,Centre-Forward,28,Aston Villa,Championship,Middlesbrough,EPL,2016,7.0,7.1
4181,Arthur Masuaku,Left-Back,22,Olympiacos,Super League,West Ham,EPL,2016,7.0,7.1
4182,Denis Cheryshev,Left Winger,25,Real Madrid,La_liga,Villarreal,La_liga,2016,10.0,7.0
4184,GerÃ³nimo Rulli,Goalkeeper,24,Manchester City,EPL,Real Sociedad,La_liga,2016,8.0,7.0
4186,Anwar El Ghazi,Left Winger,21,AFC Ajax,Eredivisie,Lille,Ligue_1,2016,6.5,7.0
4188,Martin Hinteregger,Centre-Back,23,RB Salzburg,Bundesliga,Augsburg,Bundesliga,2016,6.0,7.0
4190,Leo BaptistÃ£o,Centre-Forward,23,Atletico Madrid,La_liga,Espanyol,La_liga,2016,4.0,7.0
4191,Lewis Cook,Central Midfield,19,Leeds,Championship,Bournemouth,EPL,2016,4.0,7.0
4194,Christian Kabasele,Centre-Back,25,KRC Genk,Jupiler Pro League,Watford,EPL,2016,6.0,6.95
4195,Patrick Bamford,Centre-Forward,23,Chelsea,EPL,Middlesbrough,EPL,2016,5.0,6.9
4202,Douglas Santos,Left-Back,22,AtlÃ©tico-MG,SÃ©rie A,Hamburger SV,Bundesliga,2016,6.0,6.5
4203,Matt Phillips,Right Winger,25,Queens Park Rangers,Championship,West Bromwich Albion,EPL,2016,6.0,6.5
4204,Hiroshi Kiyotake,Attacking Midfield,26,Hannover 96,2.Bundesliga,Sevilla,La_liga,2016,4.5,6.5
4205,Jhon CÃ³rdoba,Centre-Forward,23,Granada CF,La_liga,Mainz 05,Bundesliga,2016,3.5,6.5
4207,Simone Verdi,Right Winger,24,AC Milan,Serie_A,Bologna,Serie_A,2016,2.0,6.5
4208,Lys Mousset,Centre-Forward,20,AC Le Havre,Ligue 2,Bournemouth,EPL,2016,0.4,6.5
4209,Edimilson Fernandes,Central Midfield,20,FC Sion,Super League,West Ham,EPL,2016,4.5,6.4
4210,Loris Karius,Goalkeeper,23,Mainz 05,Bundesliga,Liverpool,EPL,2016,7.0,6.2
4211,Neymar,Left Winger,25,Barcelona,La_liga,Paris Saint Germain,Ligue_1,2017,100.0,222.0
4212,Philippe Coutinho,Attacking Midfield,25,Liverpool,EPL,Barcelona,La_liga,2017,90.0,125.0
4213,Ousmane DembÃ©lÃ©,Right Winger,20,Borussia Dortmund,Bundesliga,Barcelona,La_liga,2017,33.0,115.0
4214,Romelu Lukaku,Centre-Forward,24,Everton,EPL,Manchester United,EPL,2017,50.0,84.7
4215,Virgil van Dijk,Centre-Back,26,Southampton,EPL,Liverpool,EPL,2017,30.0,78.8
4216,Diego Costa,Centre-Forward,29,Chelsea,EPL,Atletico Madrid,La_liga,2017,50.0,66.0
4217,Ãlvaro Morata,Centre-Forward,24,Real Madrid,La_liga,Chelsea,EPL,2017,40.0,66.0
4218,Aymeric Laporte,Centre-Back,23,Athletic Club,La_liga,Manchester City,EPL,2017,25.0,65.0
4219,Pierre-Emerick Aubameyang,Centre-Forward,28,Borussia Dortmund,Bundesliga,Arsenal,EPL,2017,65.0,63.75
4220,Benjamin Mendy,Left-Back,23,Monaco,Ligue_1,Manchester City,EPL,2017,13.0,57.5
4221,Alexandre Lacazette,Centre-Forward,26,Lyon,Ligue_1,Arsenal,EPL,2017,40.0,53.0
4222,Kyle Walker,Right-Back,27,Tottenham,EPL,Manchester City,EPL,2017,30.0,52.7
4223,Bernardo Silva,Right Winger,22,Monaco,Ligue_1,Manchester City,EPL,2017,40.0,50.0
4224,Gylfi Sigurdsson,Attacking Midfield,27,Swansea,EPL,Everton,EPL,2017,25.0,49.4
4225,Nemanja Matic,Defensive Midfield,29,Chelsea,EPL,Manchester United,EPL,2017,35.0,44.7
4226,Leonardo Bonucci,Centre-Back,30,Juventus,Serie_A,AC Milan,Serie_A,2017,45.0,42.0
4227,Mohamed Salah,Right Winger,25,Roma,Serie_A,Liverpool,EPL,2017,35.0,42.0
4228,Corentin Tolisso,Central Midfield,22,Lyon,Ligue_1,Bayern Munich,Bundesliga,2017,22.0,41.5
4229,Federico Bernardeschi,Right Winger,23,Fiorentina,Serie_A,Juventus,Serie_A,2017,30.0,40.0
4231,Ederson,Goalkeeper,23,Benfica,Liga NOS,Manchester City,EPL,2017,22.0,40.0
4232,TiemouÃ© Bakayoko,Defensive Midfield,22,Monaco,Ligue_1,Chelsea,EPL,2017,16.0,40.0
4233,Paulinho,Central Midfield,29,GZ Evergrande,Super League,Barcelona,La_liga,2017,15.0,40.0
4234,Davinson SÃ¡nchez,Centre-Back,21,AFC Ajax,Eredivisie,Tottenham,EPL,2017,12.0,40.0
4235,AndrÃ© Silva,Centre-Forward,21,FC Porto,Liga NOS,AC Milan,Serie_A,2017,22.0,38.0
4236,Alex Oxlade-Chamberlain,Right Midfield,24,Arsenal,EPL,Liverpool,EPL,2017,22.0,38.0
4237,Danny Drinkwater,Central Midfield,27,Leicester,EPL,Chelsea,EPL,2017,9.0,37.9
4238,Vitolo,Left Winger,27,Sevilla,La_liga,Atletico Madrid,La_liga,2017,25.0,36.0
4239,Antonio RÃ¼diger,Centre-Back,24,Roma,Serie_A,Chelsea,EPL,2017,25.0,35.0
4240,Victor LindelÃ¶f,Centre-Back,22,Benfica,Liga NOS,Manchester United,EPL,2017,22.0,35.0
4241,IÃ±igo MartÃ­nez,Centre-Back,26,Real Sociedad,La_liga,Athletic Club,La_liga,2017,25.0,32.0
4242,NÃ©lson Semedo,Right-Back,23,Benfica,Liga NOS,Barcelona,La_liga,2017,20.0,30.57
4244,Keita BaldÃ©,Left Winger,22,Lazio,Serie_A,Monaco,Ligue_1,2017,25.0,30.0
4245,Danilo,Right-Back,26,Real Madrid,La_liga,Manchester City,EPL,2017,16.0,30.0
4246,Michael Keane,Centre-Back,24,Burnley,EPL,Everton,EPL,2017,18.0,28.5
4247,Jordan Pickford,Goalkeeper,23,Sunderland,Championship,Everton,EPL,2017,15.0,28.5
4248,Lucas Moura,Right Winger,25,Paris Saint Germain,Ligue_1,Tottenham,EPL,2017,28.0,28.4
4249,Mamadou Sakho,Centre-Back,27,Liverpool,EPL,Crystal Palace,EPL,2017,15.0,28.2
4250,Kelechi Iheanacho,Centre-Forward,20,Manchester City,EPL,Leicester,EPL,2017,15.0,27.7
4251,Davy Klaassen,Attacking Midfield,24,AFC Ajax,Eredivisie,Everton,EPL,2017,18.0,27.0
4252,Milan Skriniar,Centre-Back,22,Sampdoria,Serie_A,Inter,Serie_A,2017,7.0,27.0
4253,Youri Tielemans,Central Midfield,20,RSC Anderlecht,Jupiler Pro League,Monaco,Ligue_1,2017,22.0,25.0
4254,Andriy Yarmolenko,Right Winger,27,Dynamo Kyiv,Premier Liga,Borussia Dortmund,Bundesliga,2017,18.0,25.0
4255,Serge Aurier,Right-Back,24,Paris Saint Germain,Ligue_1,Tottenham,EPL,2017,15.0,25.0
4256,Davide Zappacosta,Right-Back,25,Torino,Serie_A,Chelsea,EPL,2017,8.5,25.0
4257,Adrien Silva,Central Midfield,28,Sporting CP,Liga NOS,Leicester,EPL,2017,25.0,24.5
4258,Theo HernÃ¡ndez,Left-Back,19,Atletico Madrid,La_liga,Real Madrid,La_liga,2017,15.0,24.0
4259,MatÃ­as Vecino,Central Midfield,25,Fiorentina,Serie_A,Inter,Serie_A,2017,13.0,24.0
4260,Lucas Alario,Centre-Forward,24,River Plate,Primera DivisiÃ³n,Bayer Leverkusen,Bundesliga,2017,12.0,24.0
4261,Andrea Conti,Right-Back,23,Atalanta,Serie_A,AC Milan,Serie_A,2017,10.0,24.0
4263,AndrÃ© Ayew,Left Winger,28,West Ham,EPL,Swansea,EPL,2017,18.0,22.8
4264,Nathan AkÃ©,Centre-Back,22,Chelsea,EPL,Bournemouth,EPL,2017,8.0,22.8
4265,Theo Walcott,Right Winger,28,Arsenal,EPL,Everton,EPL,2017,20.0,22.5
4266,Cenk Tosun,Centre-Forward,26,Besiktas,SÃ¼per Lig,Everton,EPL,2017,10.5,22.5
4267,Marko Arnautovic,Left Winger,28,Stoke,EPL,West Ham,EPL,2017,15.0,22.3
4268,Hakan Calhanoglu,Left Winger,23,Bayer Leverkusen,Bundesliga,AC Milan,Serie_A,2017,20.0,22.0
4269,Guido Carrillo,Centre-Forward,26,Monaco,Ligue_1,Southampton,EPL,2017,6.0,22.0
4270,Luis Muriel,Centre-Forward,26,Sampdoria,Serie_A,Sevilla,La_liga,2017,17.0,21.5
4271,Manuel Akanji,Centre-Back,22,FC Basel,Super League,Borussia Dortmund,Bundesliga,2017,5.0,21.5
4272,Kingsley Coman,Left Winger,21,Juventus,Serie_A,Bayern Munich,Bundesliga,2017,20.0,21.0
4273,Pietro Pellegri,Centre-Forward,16,Genoa,Serie_A,Monaco,Ligue_1,2017,8.0,21.0
4274,Andre Gray,Centre-Forward,26,Burnley,EPL,Watford,EPL,2017,10.0,20.4
4275,Blaise Matuidi,Central Midfield,30,Paris Saint Germain,Ligue_1,Juventus,Serie_A,2017,30.0,20.0
4276,Juan Cuadrado,Right Winger,29,Chelsea,EPL,Juventus,Serie_A,2017,25.0,20.0
4277,Niklas SÃ¼le,Centre-Back,21,Hoffenheim,Bundesliga,Bayern Munich,Bundesliga,2017,25.0,20.0
4278,Roberto Gagliardini,Central Midfield,23,Atalanta,Serie_A,Inter,Serie_A,2017,20.0,20.0
4279,Kevin Kampl,Central Midfield,26,Bayer Leverkusen,Bundesliga,RasenBallsport Leipzig,Bundesliga,2017,15.0,20.0
4280,Maximilian Philipp,Left Winger,23,Freiburg,Bundesliga,Borussia Dortmund,Bundesliga,2017,15.0,20.0
4282,Emerson,Left-Back,23,Roma,Serie_A,Chelsea,EPL,2017,14.0,20.0
4283,Nikola Maksimovic,Centre-Back,25,Torino,Serie_A,Napoli,Serie_A,2017,10.0,20.0
4284,Dalbert,Left-Back,23,Nice,Ligue_1,Inter,Serie_A,2017,5.0,20.0
4285,Kevin Wimmer,Centre-Back,24,Tottenham,EPL,Stoke,EPL,2017,7.0,19.4
4286,Nabil Bentaleb,Defensive Midfield,22,Tottenham,EPL,Schalke 04,Bundesliga,2017,18.0,19.0
4287,Mateo Musacchio,Centre-Back,26,Villarreal,La_liga,AC Milan,Serie_A,2017,18.0,18.0
4289,Chicharito,Centre-Forward,29,Bayer Leverkusen,Bundesliga,West Ham,EPL,2017,18.0,17.8
4290,Panagiotis Retsos,Centre-Back,19,Olympiacos,Super League,Bayer Leverkusen,Bundesliga,2017,5.0,17.5
4292,Lucas Biglia,Defensive Midfield,31,Lazio,Serie_A,AC Milan,Serie_A,2017,20.0,17.0
4293,Olivier Giroud,Centre-Forward,31,Arsenal,EPL,Chelsea,EPL,2017,20.0,17.0
4294,Medhi Benatia,Centre-Back,30,Bayern Munich,Bundesliga,Juventus,Serie_A,2017,15.0,17.0
4295,Matthias Ginter,Centre-Back,23,Borussia Dortmund,Bundesliga,Borussia M.Gladbach,Bundesliga,2017,15.0,17.0
4296,John Anthony Brooks,Centre-Back,24,Hertha Berlin,Bundesliga,Wolfsburg,Bundesliga,2017,14.0,17.0
4297,JÃ¼rgen Locadia,Centre-Forward,24,PSV Eindhoven,Eredivisie,Brighton,EPL,2017,8.5,17.0
4298,Mario Lemina,Defensive Midfield,23,Juventus,Serie_A,Southampton,EPL,2017,7.5,17.0
4299,Jhon CÃ³rdoba,Centre-Forward,24,Mainz 05,Bundesliga,FC Cologno,Bundesliga,2017,7.0,17.0
4300,IsmaÃ¯la Sarr,Left Winger,19,FC Metz,Ligue_1,Rennes,Ligue_1,2017,2.5,17.0
4301,Ross Barkley,Attacking Midfield,24,Everton,EPL,Chelsea,EPL,2017,25.0,16.9
4302,Dani Ceballos,Central Midfield,20,Real Betis,La_liga,Real Madrid,La_liga,2017,10.0,16.5
4303,Wesley Hoedt,Centre-Back,23,Lazio,Serie_A,Southampton,EPL,2017,7.5,16.4
4304,Chris Wood,Centre-Forward,25,Leeds,Championship,Burnley,EPL,2017,6.0,16.4
4305,Sam Clucas,Left Midfield,26,Hull,Championship,Swansea,EPL,2017,2.5,16.3
4306,Simone Zaza,Centre-Forward,26,Juventus,Serie_A,Valencia,La_liga,2017,15.0,16.0
4307,Yuri Berchiche,Left-Back,27,Real Sociedad,La_liga,Paris Saint Germain,Ligue_1,2017,10.0,16.0
4309,Badou Ndiaye,Central Midfield,27,Galatasaray,SÃ¼per Lig,Stoke,EPL,2017,7.0,16.0
4310,Jean-KÃ©vin Augustin,Centre-Forward,20,Paris Saint Germain,Ligue_1,RasenBallsport Leipzig,Bundesliga,2017,3.0,16.0
4311,Oliver Burke,Right Winger,20,RasenBallsport Leipzig,Bundesliga,West Bromwich Albion,EPL,2017,7.0,15.2
4312,Fernando Llorente,Centre-Forward,32,Swansea,EPL,Tottenham,EPL,2017,6.0,15.1
4313,Ricardo RodrÃ­guez,Left-Back,24,Wolfsburg,Bundesliga,AC Milan,Serie_A,2017,17.0,15.0
4314,JosÃ© Izquierdo,Left Winger,25,Club Brugge,Jupiler Pro League,Brighton,EPL,2017,14.0,15.0
4315,Konstantinos Mitroglou,Centre-Forward,29,Benfica,Liga NOS,Marseille,Ligue_1,2017,12.0,15.0
4316,Terence Kongolo,Centre-Back,23,Feyenoord,Eredivisie,Monaco,Ligue_1,2017,10.0,15.0
4317,Giovanni Simeone,Centre-Forward,22,Genoa,Serie_A,Fiorentina,Serie_A,2017,10.0,15.0
4318,Vicente Iborra,Defensive Midfield,29,Sevilla,La_liga,Leicester,EPL,2017,9.0,15.0
4320,Gianluca Caprari,Second Striker,23,Inter,Serie_A,Sampdoria,Serie_A,2017,6.0,15.0
4321,Francis Coquelin,Defensive Midfield,26,Arsenal,EPL,Valencia,La_liga,2017,12.0,14.0
4322,Enes Ãœnal,Centre-Forward,20,Manchester City,EPL,Villarreal,La_liga,2017,10.0,14.0
4323,RÃºben Semedo,Centre-Back,23,Sporting CP,Liga NOS,Villarreal,La_liga,2017,9.0,14.0
4324,Rick Karsdorp,Right-Back,22,Feyenoord,Eredivisie,Roma,Serie_A,2017,9.0,14.0
4325,Thiago Maia,Central Midfield,20,Santos FC,SÃ©rie A,Lille,Ligue_1,2017,3.0,14.0
4326,Jay RodrÃ­guez,Centre-Forward,27,Southampton,EPL,West Bromwich Albion,EPL,2017,10.0,13.7
4327,Harry Maguire,Centre-Back,24,Hull,Championship,Leicester,EPL,2017,8.0,13.7
4328,Marten de Roon,Central Midfield,26,Middlesbrough,Championship,Atalanta,Serie_A,2017,10.0,13.5
4329,Cengiz Ãœnder,Right Winger,20,Basaksehir,SÃ¼per Lig,Roma,Serie_A,2017,5.0,13.4
4330,Wilfried Bony,Centre-Forward,28,Manchester City,EPL,Swansea,EPL,2017,18.0,13.0
4331,Bruma,Left Winger,22,Galatasaray,SÃ¼per Lig,RasenBallsport Leipzig,Bundesliga,2017,11.0,13.0
4332,Marko Rog,Central Midfield,21,Dinamo Zagreb,1.HNL,Napoli,Serie_A,2017,10.0,13.0
4333,Davy PrÃ¶pper,Central Midfield,25,PSV Eindhoven,Eredivisie,Brighton,EPL,2017,10.0,13.0
4334,Sandro Wagner,Centre-Forward,30,Hoffenheim,Bundesliga,Bayern Munich,Bundesliga,2017,9.0,13.0
4335,Steve MouniÃ©,Centre-Forward,22,Montpellier,Ligue_1,Huddersfield,EPL,2017,5.5,13.0
4336,Emre Mor,Left Winger,20,Borussia Dortmund,Bundesliga,Celta Vigo,La_liga,2017,5.0,13.0
4337,Juan Foyth,Centre-Back,19,Estudiantes,Primera DivisiÃ³n,Tottenham,EPL,2017,,13.0
4338,Roque Mesa,Central Midfield,28,UD Las Palmas,La_liga,Swansea,EPL,2017,12.0,12.5
4339,Bruno Peres,Right-Back,27,Torino,Serie_A,Roma,Serie_A,2017,11.0,12.5
4340,Simon KjÃ¦r,Centre-Back,28,Fenerbahce,SÃ¼per Lig,Sevilla,La_liga,2017,11.0,12.5
4341,Yevhen Konoplyanka,Left Winger,27,Sevilla,La_liga,Schalke 04,Bundesliga,2017,10.0,12.5
4342,Sven Bender,Centre-Back,28,Borussia Dortmund,Bundesliga,Bayer Leverkusen,Bundesliga,2017,7.0,12.5
4343,Richarlison,Left Winger,20,Fluminense,SÃ©rie A,Watford,EPL,2017,2.0,12.4
4344,Alex Pritchard,Attacking Midfield,24,Norwich,Championship,Huddersfield,EPL,2017,5.0,12.35
4346,Wojciech Szczesny,Goalkeeper,27,Arsenal,EPL,Juventus,Serie_A,2017,17.0,12.2
4347,Ã–mer Toprak,Centre-Back,27,Bayer Leverkusen,Bundesliga,Borussia Dortmund,Bundesliga,2017,16.0,12.0
4348,Mahmoud Dahoud,Central Midfield,21,Borussia M.Gladbach,Bundesliga,Borussia Dortmund,Bundesliga,2017,15.0,12.0
4349,Gerard Deulofeu,Right Winger,23,Everton,EPL,Barcelona,La_liga,2017,12.0,12.0
4350,Pablo Fornals,Attacking Midfield,21,MÃ¡laga CF,La_liga,Villarreal,La_liga,2017,10.0,12.0
4351,Mattia De Sciglio,Right-Back,24,AC Milan,Serie_A,Juventus,Serie_A,2017,8.5,12.0
4353,Denis Zakaria,Defensive Midfield,20,BSC Young Boys,Super League,Borussia M.Gladbach,Bundesliga,2017,4.0,12.0
4355,Douglas Luiz,Central Midfield,19,Vasco da Gama,SÃ©rie A,Manchester City,EPL,2017,,12.0
4356,Yerry Mina,Centre-Back,23,Palmeiras,SÃ©rie A,Barcelona,La_liga,2017,9.0,11.8
4358,Asmir Begovic,Goalkeeper,30,Chelsea,EPL,Bournemouth,EPL,2017,8.0,11.5
4361,Jacob Murphy,Right Winger,22,Norwich,Championship,Newcastle United,EPL,2017,1.0,11.3
4362,Florian Thauvin,Right Winger,24,Newcastle United,EPL,Marseille,Ligue_1,2017,18.0,11.0
4363,Gabriel Paulista,Centre-Back,26,Arsenal,EPL,Valencia,La_liga,2017,13.0,11.0
4364,Martin Terrier,Left Winger,20,Lille,Ligue_1,Lyon,Ligue_1,2017,12.0,11.0
4365,Guilherme Arana,Left-Back,20,Corinthians,SÃ©rie A,Sevilla,La_liga,2017,10.0,11.0
4366,Stevan Jovetic,Centre-Forward,27,Inter,Serie_A,Monaco,Ligue_1,2017,10.0,11.0
4369,Nikola Vlasic,Attacking Midfield,19,Hajduk Split,1.HNL,Everton,EPL,2017,4.0,10.8
4370,Marc Bartra,Centre-Back,27,Borussia Dortmund,Bundesliga,Real Betis,La_liga,2017,15.0,10.5
4371,Rodrigo Bentancur,Central Midfield,20,Boca Juniors,Primera DivisiÃ³n,Juventus,Serie_A,2017,6.0,10.5
4372,Luiz AraÃºjo,Right Winger,21,SÃ£o Paulo,SÃ©rie A,Lille,Ligue_1,2017,0.5,10.5
4373,Jordan Hugill,Centre-Forward,25,Preston NE,Championship,West Ham,EPL,2017,3.0,10.2
4374,Luiz Gustavo,Defensive Midfield,29,Wolfsburg,Bundesliga,Marseille,Ligue_1,2017,12.0,10.0
4375,Lorenzo Pellegrini,Central Midfield,21,Sassuolo,Serie_A,Roma,Serie_A,2017,12.0,10.0
4376,Ignacio Camacho,Defensive Midfield,27,MÃ¡laga CF,La_liga,Wolfsburg,Bundesliga,2017,10.0,10.0
4377,Marco Benassi,Central Midfield,22,Torino,Serie_A,Fiorentina,Serie_A,2017,9.5,10.0
4378,Diafra Sakho,Centre-Forward,28,West Ham,EPL,Rennes,Ligue_1,2017,8.0,10.0
4379,Bertrand TraorÃ©,Right Winger,21,Chelsea,EPL,Lyon,Ligue_1,2017,8.0,10.0
4380,Landry Dimata,Centre-Forward,19,KV Oostende,Jupiler Pro League,Wolfsburg,Bundesliga,2017,6.5,10.0
4381,Florian Lejeune,Centre-Back,26,SD Eibar,La_liga,Newcastle United,EPL,2017,5.0,10.0
4382,Roberto Inglese,Centre-Forward,25,Chievo Verona,Serie_A,Napoli,Serie_A,2017,4.5,10.0
4383,Adam Ounas,Left Winger,20,Bordeaux,Ligue_1,Napoli,Serie_A,2017,4.0,10.0
4384,LoÃ¯s Diony,Centre-Forward,24,Dijon,Ligue_1,Saint-Etienne,Ligue_1,2017,3.0,10.0
4385,Nicolas PÃ©pÃ©,Right Winger,22,SCO Angers,Ligue_1,Lille,Ligue_1,2017,3.0,10.0
4386,Allan Saint-Maximin,Right Winger,20,Monaco,Ligue_1,Nice,Ligue_1,2017,3.0,10.0
4387,Adama Diakhaby,Centre-Forward,21,Rennes,Ligue_1,Monaco,Ligue_1,2017,1.5,10.0
4388,Pape Cheikh,Central Midfield,20,Celta Vigo,La_liga,Lyon,Ligue_1,2017,0.8,10.0
4391,Tom Cleverley,Central Midfield,27,Everton,EPL,Watford,EPL,2017,8.0,9.3
4393,Will Hughes,Central Midfield,22,Derby,Championship,Watford,EPL,2017,8.0,9.1
4394,Tom Ince,Right Winger,25,Derby,Championship,Huddersfield,EPL,2017,7.0,9.1
4395,Aaron Mooy,Central Midfield,26,Manchester City,EPL,Huddersfield,EPL,2017,5.0,9.1
4396,Jack Cork,Defensive Midfield,28,Swansea,EPL,Burnley,EPL,2017,5.0,9.1
4397,Jonathas,Centre-Forward,28,Rubin Kazan,Premier Liga,Hannover 96,Bundesliga,2017,7.0,9.0
4399,Andrew Robertson,Left-Back,23,Hull,Championship,Liverpool,EPL,2017,7.0,9.0
4400,GastÃ³n RamÃ­rez,Attacking Midfield,26,Middlesbrough,Championship,Sampdoria,Serie_A,2017,6.0,9.0
4401,Jairo Riedewald,Centre-Back,20,AFC Ajax,Eredivisie,Crystal Palace,EPL,2017,5.0,9.0
4402,Thiago Mendes,Defensive Midfield,25,SÃ£o Paulo,SÃ©rie A,Lille,Ligue_1,2017,3.5,9.0
4403,KÃ©vin Malcuit,Right-Back,25,Saint-Etienne,Ligue_1,Lille,Ligue_1,2017,3.0,9.0
4405,Guido Pizarro,Defensive Midfield,27,Tigres UANL,Liga MX Clausura,Sevilla,La_liga,2017,4.0,8.7
4406,Adnan Januzaj,Right Winger,22,Manchester United,EPL,Real Sociedad,La_liga,2017,7.0,8.5
4407,Serge Gnabry,Left Winger,21,Werder Bremen,Bundesliga,Bayern Munich,Bundesliga,2017,15.0,8.0
4408,ValÃ¨re Germain,Centre-Forward,27,Monaco,Ligue_1,Marseille,Ligue_1,2017,10.0,8.0
4409,Juan Jesus,Centre-Back,26,Inter,Serie_A,Roma,Serie_A,2017,7.5,8.0
4410,Soualiho MeÃ¯tÃ©,Defensive Midfield,23,Zulte Waregem,Jupiler Pro League,Monaco,Ligue_1,2017,7.0,8.0
4412,Henry Onyekuru,Left Winger,20,KAS Eupen,Jupiler Pro League,Everton,EPL,2017,7.0,8.0
4415,Davie Selke,Centre-Forward,22,RasenBallsport Leipzig,Bundesliga,Hertha Berlin,Bundesliga,2017,6.0,8.0
4416,Nicolas de PrÃ©ville,Centre-Forward,26,Lille,Ligue_1,Bordeaux,Ligue_1,2017,5.5,8.0
4417,Havard Nordtveit,Centre-Back,27,West Ham,EPL,Hoffenheim,Bundesliga,2017,5.0,8.0
4418,Mariano DÃ­az,Centre-Forward,23,Real Madrid,La_liga,Lyon,Ligue_1,2017,5.0,8.0
4419,Vitor Hugo,Centre-Back,26,Palmeiras,SÃ©rie A,Fiorentina,Serie_A,2017,4.5,8.0
4421,Admir Mehmedi,Second Striker,26,Bayer Leverkusen,Bundesliga,Wolfsburg,Bundesliga,2017,3.5,8.0
